matchId,gameVersion,gameEndTimestamp,gameDuration,blueWin,blueBan,redBan,blueChampIds,redChampIds,blueChampNames,redChampNames,blueLanes,redLanes,puuids,riotIds
KR_7365643403,14.22.633.1362,1731508211839,1356,False,"[42, 203, 30, 7, 96]","[51, 897, -1, 104, 7]","[799, 245, 246, 22, 555]","[57, 72, 517, 145, 432]","['Ambessa', 'Ekko', 'Qiyana', 'Ashe', 'Pyke']","['Maokai', 'Skarner', 'Sylas', 'Kaisa', 'Bard']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['3sXMdHxJs1Ao9nsSq2yhQA-TVWnfz2PzNqp64kEQL1JaHt7zOsi_JkjbQzqwHVbXPFldEI4cInDJNQ', 'ivsuI_ClFwIVnR9dX4bEZ4Bc-sZqaNZl2Y5GeZgNpNtBSMzlXqZViZAigqA-qRW9k_ImL0viiVu03g', 'NKfXJjKWal5EcYEGA27W02vPujzgPbsLrM3P6zL8fES69O04gZPJRVo9SqjEEp0RPPxNzorNsxROPg', 'LElinw4Av4qJ1H3Gi3Zvtk6ouS-Kz-lsjMTYf6XE0i8imvyXoZEYVJmXMQaXM0qIYYjO1XgympM98Q', 'jZD3kd6_CYg3Y1xPGrypCrnNOE21mIq2WqfvJUOZeLBqe44AsPIdB0dsfXlTGXvS1MY5xx8JFERr4A', 'ttP_kSm2tIu0WLVj2_klr1NWkhKkIGpBwkElS4wGuHMExdCqqNWSioLhwn5fxvQAa9EIviRji85O2w', 'BVHbonU2l68yxyUC9lZd0pMklEpjN1EfbqoJEJTE9Ek4jFZyG1qS7AVBMghryVI7akrcDPMVj0G0PA', '2cm5jlv7ONDUa1kxN7c527P0USq2TNeoi1asmWnvP7k7X3gq1euVN8AJBVlwiGRv5Rp4uFPf4zB8kw', 'jH6JAElHRM5FvLGBwSUYcDPZm0UVZFUpd3x6nmQ6yzE3iGRh7q1NUtBm7AwP9yR9FfboHJBRgxvpFw', 'VxsVPaVp2LOSCDoGu1aZk2FqhDjQ1xZjx3dRWqf0echrRbqztTLxuwAV9qNnLMXpoc3t528hUy-KUg']","[['노데스라인깊티드림', 'DRX'], ['하이 눈 에코', '만들어주셈'], ['템탓하지말것', 'KR1'], ['하이프', 'KR9'], ['Chu성훈', 'KR1'], ['Tokiwadai Ace', 'KR1'], ['괜찮아요', 'wywq'], ['피파가더재밌어요', 'KR1'], ['Fun', '12121'], ['鈴木羽那', 'IMAS']]"
KR_7367653379,14.22.635.4945,1731654293292,102,False,"[96, 7, 555, 893, 799]","[497, 7, 104, 421, 60]","[24, 64, 910, 15, 147]","[897, 234, 84, 119, 53]","['Jax', 'LeeSin', 'Hwei', 'Sivir', 'Seraphine']","['KSante', 'Viego', 'Akali', 'Draven', 'Blitzcrank']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['yQsRvGJe-kr76KkgTRMfjQbFcioz0knI2uTUpwRZ7RNGPXG5s480EBFSZcR2OxDXfTtNasJ0RBO2YQ', 'bM8HU6UOXlF_BV7zQSV-s4v2-t9zf_zXLy_m18-P7Q-TiI8_C_U_lX54m8gNK1tg9t3WAIbQGfxx6g', '9AqN0CtKsHnjPqdNmmyFImYdMduqpivy5E7SQCXz0BA8QiK32XjSyceAJWXfIXbgNWaD7QgsWF_CTw', 'PwGGIQcGwT_ZdOvalq5rC-WIN7C4Dua_nKB6JepQ7fuIJsfacEueiOohuorVfr4j5M7DVlVn5zl28w', 'a9gn2n7ugaGDJxfdhojNWPVYmQtYxKl5dWZwwL-v7np588wKdgl-lHr5tGGi6byaXPPkXAX5_l4SZw', '6F8FdeGExUuTmbsaTLtVVz71yRwoKROlliNBy7duw2KOn-eqRiSWk_YUrEQJOP53KugEm8LP5JvpiQ', 'QmClKzh7XVzYsLHxxq5Wh22i6LutKlRCrXeZcnaFeDW6OA30xP-iCrRZJXeQzT9n83HHV8x9ajK8Hg', 'Cv6E7oxDxcph_EdFOZRG8JTd8E6f0ygma2mD2AoNGkW7N9PPkSAy5nXEg0-Ud-URrw9H_ZcH1iC1hA', 'NtyHkkHCEl9er02F2c0xxLLc4QJVRCDQX2a0JyzSyGD1LFDvq-NvYqQv9qW4H1sl_uTrd9HbH-zLmA', 'Xn5EQ3p3CrC1Nowy8uSDT3MPaqi4FmTGk1gdE-Qa_hm6Jin3yKiGqXtkz5OPwiiY1iCHBgx2QlfeCw']","[['샹크스', '해적단'], ['soso1', 'jojo'], ['열심히 하는 사람', '열심히'], ['매머드의 왕', '맘모스'], ['Dear', '2023'], ['너덜너덜', 'NDND'], ['다람쥐123', 'KR12'], ['손유준', '2006'], ['TheTangKe', '唐完就送'], ['은근슬쩍스리슬쩍', '페미해줄게']]"
KR_7361508671,14.22.633.1362,1731233175566,930,True,"[72, 96, 142, 30, 799]","[22, 526, 42, 897, 238]","[24, 64, 134, 51, 89]","[107, 104, 61, 202, 43]","['Jax', 'LeeSin', 'Syndra', 'Caitlyn', 'Leona']","['Rengar', 'Graves', 'Orianna', 'Jhin', 'Karma']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['rQT3EwOp86rcuG7S5Q-kBQEM4YoMYrU0w8bCef7PxAwSIfPZZzv0GmnN6l9C9jlLL0QrSqwwvt80jQ', '05YoMYs62usdh4NAzViOzJ8KWrwB5x3wyQtkrr1MIGv6aHY5YK5Moepg6MXDh4Qz5gEzUjUHE0v4Og', 'KwS6Z76Nj8mxymWElYHTttcQbAbuhrfg3ndLi2-QaZdbKjlkIPqqEJJvgk0-F3zYyGqu-nWRG80iSw', 'NvL5oovcnzWL-Dk_XHSk1JqxEDcg05HJprHzsdpZkrVcH7X5g0ZnK_aawOfrr3sxy77IPTTfjkt4cA', 'FvaB78mnC_n8bxboElALz9Qg2bNH1_VPjhJQDZWdmlkR-7gr9M_6ZO4EisonXzMDLeC-YCgB3o0IUg', 'aUGgvPhVuoliVbk1QBqhHahdf_KSCTXvlWNQS04rlubyAFjgx1FQE9tNgkjfTWUMF-dpcWLj23r19Q', 'e31heDQkGT2pbXgNwXDSmFyq91DyStZkCuMfuaZyyLoFD6zEm0GbkboLRZa_7uaVI6tYf72sk2MVBg', '1543Z1sz4OENgZvwgnjvMG79KaFvqkB3y1hWRli2BO3LOsM9Czx6FgNsMBKW43hK2nEEGhVsPnAaHA', '7EvzUqUbfNJkteMJBhJEJAuefcoVUKo0ZluiB0xgyLp60cvO2qOGp8TmV5dGnTqEITWGxTTRccJEWQ', 'Pq_si4SKLGXLSgYjwZo2Y3V5Ui-aTx4-lkjL9eCnGg9lZs65uZml1MwSTAVMtVRfHFYZ7jJAogpy_g']","[['알하즈라이드', 'KR1'], ['와꾸허접', 'KR1'], ['clyk', '000'], ['Bang', 'BJS'], ['popcorn', 'yaha'], ['렝가명인', 'KR1'], ['땅굴팀 정글', '2024'], ['파밍만하고싶어요', '123'], ['나는누구예', '몰라요'], ['롯데 자이언츠', '영광의순간']]"
KR_7356215687,14.22.631.8255,1730918468489,935,False,"[555, 234, 85, 42, 96]","[893, -1, 51, 96, 72]","[150, 143, 84, 429, 526]","[114, 64, 163, 523, 89]","['Gnar', 'Zyra', 'Akali', 'Kalista', 'Rell']","['Fiora', 'LeeSin', 'Taliyah', 'Aphelios', 'Leona']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['DQ3Gh5vLDkmZGi0c_cwLeypbWXbrA-bs6VpXZ81xU5A3G3kpHNMTMlCPWjPRWtzJTCL9pC4pk47CfQ', 'pMbGsMuzC990KSN3UA4Kj4UjQt-RrwdJIEfeGRJke6k-Ue2RhKrjZDDJe_1j5iB7DV7AWWocCMge6Q', '-Szk6I5WSsZYqt5_CGaivrTqLXHUvVZHQcZK0w3LQPQxZZbKZv06Hqzg5HJ1_k1Z1R1T967L4LcZIg', 'zXh4-itJKIyj648PHnje17IwHZKk4UWFPFlR0mGNiHb0v3f5E2AzClxaO0-0H2TUepTXOEIK3cDAiQ', '1JSaZI9r5e-QZNxslK_Wvvm-yqjkQ2HE2LQMFa6voPAtE595j6zd8VfPppz7o3DprfGCbTWxoLqItg', 'EKTQm6NEmOzbKU9fDqLIjMlKGOq-_0r6sJ0OVKgYM8uBQyQP0avJNDULFZlpwXJjDLgxX0vIoRUXkw', 'Q5kcrNjRZPeL4o9xLeZxStv6xWHEnqFH22kApi8TK5EjLKiF3GNrPUklvCXG_B0ICco-UOrhz3V1mg', 'BVHbonU2l68yxyUC9lZd0pMklEpjN1EfbqoJEJTE9Ek4jFZyG1qS7AVBMghryVI7akrcDPMVj0G0PA', 'MEp27UNnD8zVA2sHqBsKZbeeMyCpfMjVh3P5F0gRWl3gKUkIsS0IhfUVPRbPqiYFSZtIZ2adgnp59w', 'Z3tsZuR3BIhsFsx_JS8zDNid5fkqvrq-BEVavSQo0q2GYsOcQ76hmSvufGL2VcMHvD_fy_aLTU9KbA']","[['clear', 'zxc'], ['만수무강하세요', 'KR2'], ['8956', '123'], ['桜満 集', '罪惡王冠'], ['Oasis', 'KR00'], ['어색했', 'KR1'], ['是缘总会圆', 'yue'], ['괜찮아요', 'wywq'], ['Lovers Rock', 'KR12'], ['Kice', 'KR2']]"
KR_7365262210,14.22.633.1362,1731494790589,1398,False,"[201, 497, 104, 96, 114]","[35, 7, -1, -1, 61]","[234, 150, 103, 119, 555]","[24, 876, 80, 42, 78]","['Viego', 'Gnar', 'Ahri', 'Draven', 'Pyke']","['Jax', 'Lillia', 'Pantheon', 'Corki', 'Poppy']","['JUNGLE', 'TOP', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['wMAMqHnZS_PeCj3uMPgLz1D1NlCdzY0iV8T07rRvKT4cPv7BAIUOXlj6_yNcN4m5xzM-u81u5A3WzQ', 'RXQcO9JgwgPC0KFiVVDyqr4FwwQPUIl3wdj8ia1qc2zM4vvR1K3Oanl9VMpnMCFdsku8SurhJdueBQ', 'eItb5TjPF9Fn8xlgnwsagPWxKj0gA9n58VmfiKaPm7PTrhs0xyt3iTO_qxHYPLH2G7vLhyIPLVEGMg', 'buVS15hZZvcmm-T-jZVUwJe0HbSuL8zzWtB0pcP5CjdI7bcp_bhntAYGGjw9vP7lRdbQW9PusmdKTw', 'TYYgWgNq41uBbC4os2vyi5ROkwxVOSARo9OwFFEAUhBHwrSmCY5P2Xyolv8i70FcwZ9XMKz87SUDIw', 'Vt9v_PQ4rwadrhhYOZyRHwMUIHdY5aJc7qB8O7tR_j2eWy2xVXo-Cx5APjPfKKprS_4sOApbqR_HeA', 'fRZn1nEp73nOiRMnK6NCZgj27V9FhYtd7dtudEsG0l-JP4JGJBiCZjtbtpkPMrjJpegpfgOkte-XCA', '1ZC5yOduSmEhawFd2Cv75myF5UH6E5QRJRcjwUWBjZGgW9VMrT3jAzWFzyoWQi5slM4GkdqG4CAMGw', 'rBN73mPLahwQ1VgVgc0BaivxpfMa92-5KnHBvUBMbk1JIx3o78s_z3SgSeFKvnSYzxOpJBRwbDz41w', 'fjlBB7sz5jb7n3Yo6VBPYmSOSVO3NQpD-Gh5ukS7sYg5KUj1Pb5CNc-MOiEmcwbvDtwN2Ww8sqf18w']","[['feiji jug', '7777'], ['サムライハート', 'КR1'], ['Cà Mau Đá Gà', 'Chika'], ['Formuler', '0112'], ['DRX', '7267'], ['타 잔', 'KR220'], ['Raptor', 'KR123'], ['수완이', 'KR2'], ['Slayer', '0618'], ['스타 롤', 'KR2']]"
KR_7365282680,14.22.633.1362,1731495924813,1375,True,"[119, -1, 555, 30, 150]","[143, 24, -1, 22, 42]","[58, 62, 517, 202, 432]","[799, 104, 13, 145, 526]","['Renekton', 'MonkeyKing', 'Sylas', 'Jhin', 'Bard']","['Ambessa', 'Graves', 'Ryze', 'Kaisa', 'Rell']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['2ldOVHeCYafBx8gbJx1ovRiBgqv4txNlhSrUIcg72h3ZGEOAaIf3ISyX4KsDmbwWygkTIzD_57ovMQ', 'Ba91RAJh5PT0MGGR0eM91_99LAuQxZqdyT8NqSWzrAguuUFqSXiXEQX869K1bNOXnT-Ktxf_kFpa3w', '_zk1S8B3wJ4tHdnM-3-Ee05OduWk-gECOS-DxDM8UnBEPxKVKY6Ia34gzKkHAfdd21Tx0Z5R9FRg5w', 'rRsWP60eieaBNb2t0JAgPlfUh4FKjwQ_RDKFhwiZGTHS6_yRXLsgiselmR6Vla9F9pIUQvZBaq9n0Q', 'sKBTbKaf4jclopTaMTngBKO2ZeBb17O8iLpcCY5rsKAFvKlwv0ZdRGgKAUBcsjibm8sWvkez9UxSSw', 'LWpngLJI5VUXyq4Tm4dekej62f6RUCivfTVu15BUGd7sb4j5fJGFdZKuDsn3r0jL2rojcxgC9KMjbA', 'o7PO73jpSGZqSFIb_U2-BvADW_J_eEIWvDMkAEdRNyc-LIttDEcax--4Kaur0DDOOb9oqWtdUSfzOg', 'UHE3NKhjofmqWB0DRTt70lnwlmtiEWxud80WZkHIIh4MnWFnb7i2UxNAuDai-AFkZ-YHuQqlCVnpiA', '9vxe_yavRc_ubNfnvtMrhYfOJq_aM7ldR-Qd2ygJiHs5hfOxz4I_5IRrAECusd3jAQpxzNFdnzs2dA', 'bH6THSWXV49o5gh0nzNvraWZDSU3_l84z_8Is4NoeIJwa7affChpyQhLmLzFYdrcpK10WYM475oAlg']","[['douyin神代剑', 'shen'], ['Xunxunmimi', '20110'], ['길은여기에', '123'], ['vital', '0916'], ['다훈갓', 'Bard'], ['Escape', 'KR06'], ['Re0', '2007'], ['Loki', 'kr3'], ['Fate', '0301'], ['Namgung', '1004']]"
KR_7348408639,14.21.630.3012,1730403435525,1654,True,"[893, 96, 777, 555, -1]","[24, 238, 115, 142, -1]","[897, 234, 61, 22, 53]","[42, 60, 126, 202, 518]","['KSante', 'Viego', 'Orianna', 'Ashe', 'Blitzcrank']","['Corki', 'Elise', 'Jayce', 'Jhin', 'Neeko']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['Wj6ziDiqYo6eETuvMl-YIYXmVQALRqoeD270ntfbjT8AFlJcmoGUUsSZtyGTBril28mKVM00pDgkJQ', 'MzSwmpbxMYfg774btyll2RdJAafAmVDWn1HSM_8MaE7Bpf-wXs8tEAnu6ughe7C8cMDH2Fqulh8hdQ', 'r0XtBhtRVlK3uyIaX2CupOryt3_3uTmZWUVZzA24UkX3BkfjFCY6wIvc0lktkQHwSzyMFXLRsfqHAw', 'WC6MuY-Rpkk2JpinpmOhy560a9FJrcFI4ztV4LjpgNYbMtFjWHzKNgI4HeJa2NrSVcUiP0s35uQsOA', 'X_5orqJYceqDxL-OtvATYXXcMW7Oza6det-cocXjhe4HImXxyfkYwXKeOe9n091SM6Jcvw-zBU52qg', 'V9v8IF6PQ1veRpH4HnJthm7XKWFsIr44bmtV98uZ-vPb6aZdO9Kng1AWqNfG8g3RzJBwQPOFYP-SBw', 'sbjBt2MTFeLEWyyaEl9kNSOFhLM5_c78RwQtqOeeLoediTv27QnEx40tNvyMq0imNdbLnKQW9yk7IQ', '1lIfYX_vzvxKwzhiRM4WYQ1WlqlG97N2hbl2oC1-6GALUbwg0CvLew7oivYaSlfPRXq0KyLd8kvP2Q', 'ZKH7T3YFk-kUdmhOyITWC9q6k9ft7KJQSKR6RPYrUXwuUqD4KP5wD_kitbuOG4ONYUUeuWhIyKHJPQ', 'LVeeDN6Jkt2simK6G_xE7XjnWgl3p51GXOMTAZg20hbBpuWRZWvctaV2PFCZ0i2lxnk_FcuccOccLg']","[['우리서폿머해', '좀잘해바'], ['flmfans', '6324'], ['Witt', '123'], ['人体解冻', 'imiao'], ['Banye Kami', '1106'], ['reehszzz', '1206'], ['니가뭘할수있는데', 'KR30'], ['Palette', '2002'], ['Capybara xD', '444'], ['Hustro', '熊熊烈火']]"
KR_7367224389,14.22.633.1362,1731606425780,1585,False,"[22, 35, 96, 61, 799]","[96, 799, 42, 555, 5]","[68, 234, 893, 202, 89]","[150, 143, 126, 145, 12]","['Rumble', 'Viego', 'Aurora', 'Jhin', 'Leona']","['Gnar', 'Zyra', 'Jayce', 'Kaisa', 'Alistar']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['ArtmhpKlEqNZqfm2YfJm9xeIk3m05jzMQ2R36InDbiaA0n52JA4ffaFRszhmHDrQi1HesNKyojv0dQ', 'MzSwmpbxMYfg774btyll2RdJAafAmVDWn1HSM_8MaE7Bpf-wXs8tEAnu6ughe7C8cMDH2Fqulh8hdQ', 'OLYbNG11ufFMDJT--kfr-hRc4Zke7C4IVH7rhs4zL5EvKxuHhap7asinvOi_TGrB3x2JX7jzfubpfA', 'k44BfNZMqlcp_ic-5_m9yVceof9tNwxYZBY-zlgkgSTQXFYH4xQtQ53TxwRpR9cm9F7aQR9uy93j2w', 'v8rAs53cgwaz1FW6ORQrQmbbD1V7sJED6OyfT6t9wPws5g1b42TCKM3uFZG76bFz64F8Nb14XJTDJQ', 'PifDKX1SWHgjHHf7rmTbQIOs-7RAJ37N0G03bNb9ROiVm99U1rKmt0iLS6YgT1Clu0xee4XVBsn0Qg', 'BVHbonU2l68yxyUC9lZd0pMklEpjN1EfbqoJEJTE9Ek4jFZyG1qS7AVBMghryVI7akrcDPMVj0G0PA', 'blZHBoR2MHMa8XuOvXNcd0nq76H1y1Ug2rPJITtMeFkJwcTdNe1LegO-11t2Fk2dmbX0AcSszjG_uA', 'zXh4-itJKIyj648PHnje17IwHZKk4UWFPFlR0mGNiHb0v3f5E2AzClxaO0-0H2TUepTXOEIK3cDAiQ', 'J-WCcjYLjShJC5AMBfrBOEaAWzm32hA-k_baqDr9-FwSgztU5zXCPc2sR6zjBMCO8aXFOnLF-WShVQ']","[['lamb', 'zzy'], ['flmfans', '6324'], ['IGqq645935620', '7355'], ['HealthandAhn', 'ROSÉ'], ['KDF Quantum', 'KR12'], ['馬泰錫', 'KR12'], ['괜찮아요', 'wywq'], ['괴롭히지마', '살려주세요'], ['桜満 集', '罪惡王冠'], ['Ghost', '장드래곤준']]"
KR_7365417224,14.22.633.1362,1731501462400,1736,False,"[96, 893, 64, 234, 22]","[154, 77, 893, 497, 42]","[150, 131, 13, 51, 201]","[39, 163, 58, 202, 111]","['Gnar', 'Diana', 'Ryze', 'Caitlyn', 'Braum']","['Irelia', 'Taliyah', 'Renekton', 'Jhin', 'Nautilus']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['RKVI2ikxVjXJuDXcTMlmfj5m9DjCjUdlKz8K0hOW2Ks6xkuvGuIAX4KnzhxILFZwgvHH9hlQ5D4OJw', 'QxEmfkY1htY56tpz6vLnCNmIY1yGzji4XE3AR1g10zpNSjdid6Euz1a1Ly4vD25hEOi4tOm6RKRJKw', 'imWdSfA9KmmBH4BrCW24cIcwL_NJMhwrq_H7Fi2JII0f-DwiEAwX00-2EM0dcBuG9iNuDY1P8ZX7mg', 'VH44SZoDYs2QmizP0b1NyKRXP55RzRB44l8Ywc0DP7qVKyLg1onCFUvTgGuO4ezgRCpZLQakeOHMZg', 'wDY7jmdmTcDtps2w8bQOXAa_VmE4xSAjKcTexgYxMdhEGH9q-JxrVgwwOKivq9toVnxG7-30v2a3Fw', 'ZEGBtXyHpi7rEMiAvJae1iGWP36phsDQQTQjX4GkljGIiWVgDEc--RnLlxhvvAtrzhMHg1DyLlLigA', 'qnO2SvxYKWy11yXCQrCkC07oXOshqWF3oiUoJkh7CwyiIKXSb3CxHCmMMaFzUysBuIYTIx3WSUt-8g', 'rNjojUXzZaNZOiTnNy0cYl6UqmbxSEtGDM2ErnBki0_5WwyOoke2pJ8KriUY70zdNuWbqFQZqOHpNw', 'DxTrKTNbV40eGTvlP_rxQyNYum7GxQxVildVMPgzW6D9iSYFA7WQ_nniTHpdFsC-6Z4T6AthP1sggg', 'QuJCGRqbsV41sRJ8WZg_xy8ss3nBkoxToNpyl5A0LK2E0teuSw1ZOlExa7o7qDQsd_rjrG6JboXJ_w']","[['개 천', 'KR1'], ['Drk', '0123'], ['수원 남현준', '1111'], ['바텀개', 'KR1'], ['어두운 밤이 지나면 반드시', '새벽이온다'], ['wamiwtaitawktzst', 'KR2'], ['Wet', 'KR3'], ['银行贷款杨经理', '9527'], ['우 승', '1216'], ['oner friend', 'KR1']]"
KR_7362683234,14.22.633.1362,1731313177031,1507,True,"[96, 51, 17, -1, -1]","[-1, 799, 96, 897, 893]","[150, 254, 13, 42, 888]","[910, 104, 126, 498, 78]","['Gnar', 'Vi', 'Ryze', 'Corki', 'Renata']","['Hwei', 'Graves', 'Jayce', 'Xayah', 'Poppy']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['MIDDLE', 'JUNGLE', 'TOP', 'BOTTOM', 'UTILITY']","['3GgOAEWgZeOFU_LUnBev0JaOrvTE71er_s0VRX4pVb_fRisCjr3Jf3FxyvAKA8qPzhDJQj-x1DyuLA', 'tmAhPY7--frQIFH2FDA2Bn7SVImPcsjkLRA_x2t9N4gKEvWEHolBOJCO-W-1ABwZ6pIaxYYVM6m_Bw', 'y5IS_Q5M6hzEqBdNRbOoylD8l4J8YNZDIHAKJFqKcmC9aoRKg1j-BZOlgcP8P6Xaf8Dx8aT__rkY0w', 'dCeQA9hXPUYFReqeQHDHPAfNW5Ix280OfCIX9y22fYW8VizyV6sgOW0KmXcOZmrHh36ssK0QDbwGsg', 'zdZA2LOyQM_Dv8u01FGOcQoI0j1nvJtLCFEOXXCfJvb1KcqgsTmBo-9m1OV1EKdGkLkuhAv-K4rD4Q', 'aEdxIBp0-vhmTX_ZsL15-Sg0a_7UsvEYYExYYbzwzlpJwv0ifHfMioG4YO3Vp-S71aXWtWW8_KEa6g', 'sCrG0wbvJW4o_9My6CKnjfwibpTxOs77gaajxUsDO5rW7LTLM6pQXu6oYhI1Yi6Cgp8kld_HGu1TPg', 'POyNQA-BLOMAajs1lwKvqhv1iGX7oc2Je4GiBjoF7DJxe1sVzuzhmoYHRvYtqP7SgoLa4FCRy4DL0Q', 'QwO8EzYtR-Ef8NvQkSp1qbPz4YGqrDURBQdyvF7bMetIL5dzB-WuxlICWQwieauItZAX25MtEIImfw', '1ghVMf95rbAVpBIvWKnKABSRDZyYiVM6CpbtOGF1G5tkSERqoPLcG2o5Qe9grLFhxVNuZXwhhOxB4Q']","[['zxcvasdf', 'KR11'], ['Forest', '0322'], ['라면물조절장인', 'PRO'], ['매화수', '하이트'], ['C9 Berserker', 'KR1'], ['FATE', 'KR2'], ['DK Sharvel', 'KR1'], ['Saber', 'kr11'], ['태 윤', 'KDF'], ['Happy', 'day12']]"
KR_7358248886,14.22.633.1362,1731068973291,2018,True,"[78, 7, 22, 72, -1]","[799, 555, 7, 22, 96]","[68, 62, 13, 429, 12]","[897, 104, 517, 523, 201]","['Rumble', 'MonkeyKing', 'Ryze', 'Kalista', 'Alistar']","['KSante', 'Graves', 'Sylas', 'Aphelios', 'Braum']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['TOP', 'JUNGLE', 'MIDDLE', 'BOTTOM', 'UTILITY']","['3sXMdHxJs1Ao9nsSq2yhQA-TVWnfz2PzNqp64kEQL1JaHt7zOsi_JkjbQzqwHVbXPFldEI4cInDJNQ', 'cAhirg9CJ-wan0-349I1K2mOrgl2BRxihgHpVq_7ZG0suSLVuFj8qpFwkY3GOTRSXDpRWwbhpAxk_w', '8XpWAbQQpUmtoI4KJnR560HKgYtqPKuFYgpUPDPtZbK4h_E8Ll0hdaa1rVvUEocApU0Q80gnbDCn6g', 'CKUEQt3KSOvnxmyvmSGtR0MSKdDoErgXrqL-IIM3jwr30BVOhJyQ8bzygcd0Gea524QYy6GarpawUQ', 'ENwFOCemppTPf3Zfb4djx-kmvZKrE1HaR-GnHM6jpeW0bt-i-UdDo40oYFdfY8bfIlVHZtA8MS_P6Q', '0xWZC1VJRzSS0RKAN-q9oFwsTtzGD-WFd5vzn4nf2tuawRsXdFvX2lmW40OD-N_0Z-Vh1texMA1wJg', 'fRZn1nEp73nOiRMnK6NCZgj27V9FhYtd7dtudEsG0l-JP4JGJBiCZjtbtpkPMrjJpegpfgOkte-XCA', 'hxb_sjUNPCE00ex3Ib3bS2wrUtG4MrFdESaPY8HnofvLv_9ecN4y-HmJoWo2BKebLgVK3Vsg5urF_A', 'MEp27UNnD8zVA2sHqBsKZbeeMyCpfMjVh3P5F0gRWl3gKUkIsS0IhfUVPRbPqiYFSZtIZ2adgnp59w', 'MflkWP-cDliZKLWf4pLNrcOCVHWr-gsF9v2dOIS1nUGZrKtiY8NAXfrcqTcuawlZnFXbC7fw1LXCwQ']","[['노데스라인깊티드림', 'DRX'], ['革命前夜', 'eill'], ['담 비', 'KR08'], ['T1 Smash', 'KR3'], ['Take A Rest Liam', 'Payne'], ['DRX Frog', '0630'], ['Raptor', 'KR123'], ['뀨Dragon', 'KR1'], ['Lovers Rock', 'KR12'], ['CELINE', 'KR33']]"
