summonerId,accountId,puuid,profileIconId,revisionDate,summonerLevel,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
UQ-Z84QPYUfbB0XjPY3BataHdVR_LiRgyv9P61K-oWSoKZQE2GgtxY_pSA,j82lXI2sUJT2iiBuuk0gNb2nhsAlrDPki6DnpIbtTAt_HcSIpTHxUMzc,y5IS_Q5M6hzEqBdNRbOoylD8l4J8YNZDIHAKJFqKcmC9aoRKg1j-BZOlgcP8P6Xaf8Dx8aT__rkY0w,1152,1731744109797,76,1431,I,226,180,True,False,False,False
OQ6FCT-O00mQcISLtytGeSpFZJZ5uglWZBaEsAoz94s3qKI,IZnQOWtQMrQQw4ZYPvzIZ7KFsWTm9IUD6dGevPdnpUozkUV_4gxG0Dlm,sCrG0wbvJW4o_9My6CKnjfwibpTxOs77gaajxUsDO5rW7LTLM6pQXu6oYhI1Yi6Cgp8kld_HGu1TPg,4631,1731686193749,786,1430,I,194,146,True,False,False,False
vzm8HUb-Y6lwhH15sKazYj3ghl_Lzte-EylFsQ3S76XpmFVZbdlf4rvo5w,aRh6Mg1CUrkl4Hkffbu8VfXs-xuU-CPuh4a8NTgq4rD3s_Hx22hJt9-a,gWukGStX1FhVngsl7NufQFab7xBz3bhnZa7qoD9tQPH70ibTLc2qMGKuldJQT6Wl9kH0ll9mD2gQJQ,6695,1731745811137,424,1429,I,195,149,True,False,False,False
ou-2YXK2U_E24BUOYyWWLAa7jPBRTg6HF16DoyQSrQXT1SY,TF3Gdpb29SHS1KWWFGNWNdudAepSWGjDD5_GhoTKSCZmX2tH9V2ON58n,9em4MUN4tAB3VtzWSfXUO_ZADb3T4ztk_5k5gAnz1PuMuvC3e-5_dMnCyk_dh2DS9cNLHKxKAsz2Tg,1297,1731694871449,648,1418,I,233,184,True,False,False,False
b_ArdA4k95V77sQFoIcp3BOhK25gYA5mK7f24ZC40bvyZoAI,pTZdJaP2ajDfhgayJg3hegZBWxU37jzsMkgXo-kK9t6fh1ppm-MThjwh,VxDBPbRsNZCNFIIhUq1MILg6SJvYLbfD2Orcd1J03t-TvOHRsAPbXbIFOvdXGRD0Q_ACU30ZByA_eg,5464,1731701121436,507,1411,I,269,221,True,False,False,True
kDz5AMI-w3eT-_YxKbJzJpLR1WHcjvfEuXMySBaptbpBTr8,yc67-ioUX31m2rkILQRCZnRFkkvT5fh_L6epNzIqgP5d-h8,DKey0uBubyqahQKI-17hY2jUaxITS8aWVEgsL3VsbfFK0mnwlKEQU-Yy3i52eWIce4UWokrbVfY_Ng,847,1731584363000,735,1409,I,182,132,True,False,False,False
vIvSkwQGC3_ueULktNfIGzMvPvublpdKhhX1dQPPPTS4KrAoxs0ttJGIgQ,mNxZbBPDUbkxWWGySOBrC8Tl7hQALfdQJCBMRqUc_gTifmB-wEdW9iIe,ySkNzrn0Zwg6yWKg4QaMz5nx7Q-rDNamimdsL8I0Y02XPeuXeQkxC_0-Y4ftdiUqWzckWYi9T7LJzQ,29,1731678911502,82,1395,I,187,132,True,False,False,True
4KCwSm__F3OwtFDOpj-UgWVMGRw1CyEuD9MRzEM_xZSPtfkMxIOOsMZDnA,E87nLDMAi49JaTZLejn4RUDNC0hU_OkntGu04-riJk9Ao2qy2SbJxQO0,bcisGnKYbbxCE_5WSL-WCpEtXAlpnRJeCMOXNLpQ7jQgLxfViR8ax4BtSkcQVfaNrY1bxLinREobCw,3155,1731750585379,570,1387,I,283,232,True,False,False,False
iZexhE5JN1JB1r4Ymp3g700xHsntb0qzRBmLTCk_NU-JjHTn,LqmQc3c7ZuFBf14-FgA3shwsPRhcWfdIhiuGVfQsCVCqLoYmQPhMN89o,1ghVMf95rbAVpBIvWKnKABSRDZyYiVM6CpbtOGF1G5tkSERqoPLcG2o5Qe9grLFhxVNuZXwhhOxB4Q,5063,1731676192000,651,1382,I,250,205,True,False,False,False
Y3ryw6M5AVg3H3W0DlNBf5TmaZjVpL75m4hLAN0QX07tTbRofJccHHJfPg,7i67R6FzAQJRUEOZn3eByJiY2KxQuMqEinne6vrJ2R35HbOYbRu4WK7q,hw8DoYfcr5YoLlCjull3laDnLLN4-U1YCaE6w3zOXxtNy3N5F21HyBLqJXGzSzTCuFUjuR90t-kgtQ,6737,1731665499000,143,1369,I,158,107,True,False,False,False
_xihygTu8GupjvUgsKYMuBbTTND_36XUK8btHSpcerhDJsk,pcnc1QQhEAX2COGD1u0c4YGnxoWSkVudBmzwpUHtOJrwVKZCnAi652m1,cAhirg9CJ-wan0-349I1K2mOrgl2BRxihgHpVq_7ZG0suSLVuFj8qpFwkY3GOTRSXDpRWwbhpAxk_w,6740,1731751335280,666,1363,I,229,178,True,False,False,True
dnOBJVR4y2SlmAnh2hDIH-rKmIWvxyJle_1qtAGx1vzfG7Z-9RK9XtYcSg,JyXjlOJpyGh8nqhmYoOPb0ql8amM5YzcUH6y9V_4bVEFJ9c-lygN2Zql,w0WsEx-sB5FvbkF0eZZmvspoInr_q8FTqKKM-kV4GFjX-AKbWt6NYvAcsZPPjFq0xIpx7VlBmq4M4g,29,1731751326722,64,1355,I,243,179,True,False,False,False
Tx1gF38t-h0BqKieEYxYFJE8gvLsyVS1-6N104MKKP2sNxE,pDQHTLtNt-bC3DJ_3gNdk0-q1bfDc4ox3_PyNhUiKK6etYa1IJz_xQbr,Z3tsZuR3BIhsFsx_JS8zDNid5fkqvrq-BEVavSQo0q2GYsOcQ76hmSvufGL2VcMHvD_fy_aLTU9KbA,6633,1731704184200,419,1355,I,174,127,True,False,False,False
79e0o5_fVe48lW20WH_b-MsnsefD_8idbQDL54f8xWgcPLU,Ik00AZIDHTBmVyi2VxBWfr09fr00U0B3DmHMiA1MnrFPbmo,qJW3XBu3HJNaME-6rsyn8omivKOcwBuqVn9VdqVJk5ueRqJy-E73KfTVVSmzKx8d9R9F5MxuqC0BjA,3838,1731588017000,465,1345,I,235,198,True,False,False,False
gBF3gIOpZ7fpvk4742lwujHkDuBPO7_AS_mXVBD-huMnDLQhuF6k0pskhg,_iTT-v4u-wHEz5j-gxIJlRjcaqJUao4GCnRRlwS9l7BvNyHy9Y53IWvZ,XaiTlExVWwaYWLVKsRxQntxDcdlN5_M1hG0D9QQH4nYeQYeqTOEQQRwjWRGIiSuHs8sKrSloM2cIIQ,6308,1731751335280,405,1341,I,163,116,False,False,False,False
nKIx7DqDEDBVjmfj3ByaD5uC3D1kbHFh6WbFRTcZ4JMfl_A,EXJxWgSpLjspMdz6oOuJ4NBDVaNGJl7FelFDET3uE9tSKuZ5y6QhKLmr,bO3n4WyKhhTXrtnFViABnLAWe44WCwzbGDkHuHwR5hNugHwfK-2TMDtpHmX3mnGQmrZ5_j20kb4DPQ,3543,1731749550246,424,1337,I,247,208,True,False,False,False
nEYaX4f5gOCiy2163jMzkrC4kyR4wpz7VvGmBzf_clKlv5s,U6z0gUYCVqKWAV6usfSZKfmUBDpVIOJbFSExaGv9ZJVyDrU,SNaHlaHCRLfBxrvvUdykowCywjAxPb_lYzKyhCeqw7vHajOG7maPv4u76SqFs42CF6UvOKem0RsLrA,23,1731745739109,655,1336,I,142,91,True,False,False,False
fXP_Gm1QqSw5cf02fgUf9oCUK8pcUiq47FSPWrbL13Rvyvw,xkTF0GLv0gP85fZ0ha17R9KjTGmKNWDHfDtfrlDAfqucLZY,xbaOyFf398ES6uBIDUFcPSVJ0uZdc_Peq74kIEQQyVTp7XuLvEWhIxWASbxpzabWLFBrjgmB1jiA_g,5980,1731677563845,503,1327,I,126,72,False,False,False,False
7-hEmz9nD2KjhpjV3IRD2dHjy_F6bO0eisIskjmgVcrh_iKPvdgO8b2_nw,_GkLmMbl31DbjYSns2CAaVsIpR52e-yKSpQEB4ksjMS0k6p8QPMqxL-z,ltBLPdTX6KVCyyxP32HVIpRUEJHDAQFyQDov2SJKl8KgIiUp_6cZLpd1KFoO8CAbx_Cs71wIesZBKQ,6544,1731745739109,77,1320,I,291,231,True,False,False,False
5Ux3s65SwMFhjaCA4KS3k0wPKUIgMFemebdIpon2PtOayVPDZ8F_YZYxBg,Y6OCL1Hk6OpN2fI8ljKjw28-1OVT_eFpqPPr-UYw77xhtn2JPVNslpZd,-Szk6I5WSsZYqt5_CGaivrTqLXHUvVZHQcZK0w3LQPQxZZbKZv06Hqzg5HJ1_k1Z1R1T967L4LcZIg,6645,1731694871449,75,1315,I,202,134,True,False,False,False
jiD-IcjoM1vqMenRhepRsGuSIDjvyamr7-ZSSfjVaj1dr6wvZdgKQWyMPA,H_ce7XDAVoThpWJI4gNQ19i_k2t1BP-U2iifZYuU9GqWKtW0Z9iH-3WZ,jYZWn3qv7eA7qo1Xvo1t9MBPU4uJBZVChKxekj-TenRTQha1vM-vMNv0OaRHKRJOMxIC5c0lFli23w,20,1731739547527,404,1312,I,219,164,True,False,False,True
0RZHnyqM5d5lHl7puKEetGDetUaA2XjnWGjHe4zt_auV_L_JyueUwUBDpQ,FX29t0IOnRUGTwM8Q15dzUjUxN1_uZIgyndSXPH4Fvi6i4IsGgTEtOCj,tNqL4SXru278olEuSiWr_sx3FnzeXPnrUNoxTXEJ0DmnMGtl33fO_HwMzKb2lZ1Yu8_8xvqvoCHZ9g,2076,1731744222198,144,1311,I,283,247,True,False,False,False
Jjvt_6tPdJCOTojwGFGaLE5HlvfXwu2wxOgyfZ9tVxkviII,qo-f7UbgrJniND7-xjcRLnCoO9ClF_y4OXNr6x56cMDr2Q329sF2uk2T,5VbrI6aQRaQ3mylLHIgDjKx8KlVGoWg2dZBbJP_-t7XllEdZ0hjBlRpohJKi75uv1RAavcl-3qSOmg,4532,1731604922000,567,1306,I,134,86,True,False,False,True
ib7C7cBozE24fVW_JTHC1Mp0m3puYaWQ-zRNIkYOX0haphGu1QWxmvtB4g,zTEbeDqID_w7Mu9i02n3B_kGjqKGsxCUwTV4cINJu9DT186Va65YZQQ3,To21WXJLAd4n3nrDoqbaDD0H5Boisb4JNUo05uiy-gJL9NxEf-pgY2MF33IfBHOZ88psP5N-8jfCJQ,4302,1731617540000,130,1302,I,170,124,True,False,False,True
HXqhbnKbBZrSS10IP1h3MXBsn3TZOOY27Y7kYUY4taYTiJ4,ECa_j9GB221Ix0ESyILk7s_z3l7uiioN53mHobmrgX-Jl4c,wvVeiFUjpE06qSIFPOB_Q-VMbExtOOKkN5Tpi3q-Iez0kEYuKpIsyj8GiqH0qSvgJfuZsNnPzHkjPQ,25,1731679504496,822,1299,I,202,158,True,False,False,False
Qe_jeOywrLdM1V_qcoXQPj7dVwh9oS8mqo7Z89aPxxi5Dg,9aN9aKuOYo7nlAm7fJLV747eaoEVEe3CCXpIDT5uIG35,fYIjAaAVS2aHhTCTGdh45_UTpxQ67HWWPwyIFvZ6PxFT88fqIYPEDbRWxMPKvBk0MlLQspoFegtxew,3019,1731426128000,887,1280,I,246,206,True,False,False,True
MAmgSrNAS_Q9jhZam2K7MaEH6DhczzIUv2UOAW65VIGiRwo,jKkAki2nmV-yTjWS-wPTnn-LhBB56HlQNhZ-8Z1gsNK9UkjQhmbCk_PY,wM3-Kza3CennTuK3YXPfGCJt0uEIlIUuAb2TzmzppgZSE3DMrP5hkjK0b37rj4D5YxE2cQAksJD3lA,5766,1731656158000,190,1279,I,146,96,False,False,False,True
ChYLzU8791E9eoogl8H0HstlER5Q3Rt4SJEY2q1OfiMtl-c,X02v9OSyySAHcPgqHwwULWNxhi3UmeaJM3-9fNL9I4pCrZoQEiX9OwTl,o6gGrKRPXFkciGyz_3DrI-Q_7_xKcCKaImRBG7tiEK7tpsVBT3JO7XJhCAr1wLJ6rYJcoxHL9OSG7Q,6636,1731750037204,662,1278,I,132,87,False,False,False,False
n2EU1QV7GKQzeNp-KJ8yEGJdPo-tBMXR6A6a5RYm9kykPc-2iLL5xeSeqQ,P_xGsBT0P7loYPHGhgXoo65RvHfUe8iJngMFMkkY9e1vEIHy1IwJwBC1,XVXxrLxtjKV0zHpxG1uNiCo9LBxIaxST0ut6ELOWt9c7vSFTMAKoJx6EMn7LynTuk-9i1di_jtIzuw,6734,1731707910556,141,1273,I,320,274,True,False,False,False
ZEmW-MkE4OBzvtLhsDCEBZuuhJhaIdg_X4XpPqBTY7It1AQOnlhtnM00vg,6p_9neWexb3EvJlCgkT45BA2-ujT8JEVlsYtXzqZV5QlAfi6iwQOC_I_,2JprkyYHsu7tKs2OSHyOjrMdBBvxB2g9o0wUzzVc-UC0a37tpbsq_anN5qm4E7L9Dr102KnLS2YrRw,6724,1731751367028,792,1266,I,274,232,True,False,False,False
Coyb7YquJo9_DQKmt9sVb3--JI9DkCfIs0_FJ2kRrO3oBQ,0WyRMHNWw6FLjtQsFbTcjx0RLhRyTAsMHN28JHMblTcP,LXeijELEMQlrw5yXnfQhVJ8Mll1-1UsVNZv6oTnK_XU3mf94C26DxF-FJTOuNtY7TiMOAMUhCo5B3A,20,1731746717668,1137,1265,I,215,167,True,False,False,True
Zwioq9BX4IEwA5P3049uEWAEVCRaenaA2WY_X5a_eY54mIuH,XJK2DcqOlRImJYuvF4uAr_5JRIatHAmujtXT1tkI77lRS_Aw0B8U2S35,fRZn1nEp73nOiRMnK6NCZgj27V9FhYtd7dtudEsG0l-JP4JGJBiCZjtbtpkPMrjJpegpfgOkte-XCA,4068,1731499566000,744,1262,I,147,100,True,False,False,False
PsJsmqB8ZSBnI0eTi0Yfl4Vzggd_MwLA4cvaDXhQRTNE2KUYy9BwPTcVfw,2aWjl8e1NXTEl6Y2nojx0GskiLbNgj__ksHe1bahX7Xrp1CiQPvJpk2Q,XuqRRscMXnjS5PIeHRfc8Gx0rVVaRCtSIH-0VI3Yv1B7Jp89B8wBC4p9MQ8RcAp3a2TRMqNC-06exA,23,1731748325632,499,1249,I,168,120,False,False,False,False
g30wpp6tsUDfmsbqWtKihZo9akmFgoLs0WUnhNwi4aYSD-E,YTNhttbcnm6RomNixbr70VoLBInjcliwjQ9sOCA__haTn94,_8UMI_Wk9SegbgLkg6yY0WZreaYShLgIF03d5SKTHWip9lud-qjY-ID-q5Z1aMwYiMjY7Zp1jl9RRQ,6298,1731501144000,550,1247,I,156,100,False,False,False,False
4ik-qd5yfJmgETcFsYzF4CmOu8fYDqh_7X_ghrU54dhlGXIXZ6XiwUjIRQ,uKNmKeQ0l14URuWq151KGDQ1oLS6vSLg1XDZjVuhq0I1OW2SVsU5cLdM,zXh4-itJKIyj648PHnje17IwHZKk4UWFPFlR0mGNiHb0v3f5E2AzClxaO0-0H2TUepTXOEIK3cDAiQ,23,1731748140787,146,1231,I,199,156,True,False,False,False
EAy_XBSpZwzNS181eg644YywORQy6jnCsHUYKoxDSUwbCEGwMwmGpZUtyA,BwaiV1YtoVLS1TywUkg6oyhqIGqtDWPVheQt-vg-YN0oQ2kNqN1GRi--,fPpyttMuUu4t6hYK8_rnZLqpIqbh9DMP7-g716tx7RkP0HQZ6tGBpx_EzUfqiXgTbZnParXTNEo-jg,4924,1731751367028,687,1229,I,271,227,True,False,False,False
PbWXYIG3gO1TA6t-Y1568HVbdylyI586ifYvyJA4JkHiVuY,7A56pH-Egsvyjtj5xcMOd8RK3hy27_gM4l3-JJV-h7dLMbtAlmdgR53a,TbFlhSku4kYAaJhgeyM_Cmy5R4wdmJDvQ2p-IRsVTULCf1q1rkWqGZ8oqZZSUgXu8t4oJcrwt7i13g,4761,1731338563000,626,1222,I,152,108,True,False,False,False
9u2hl7TvTYaYvJ96GQYfT6il31qx63OkTHg4cYAqiCtwA6zYXlcMcqzsCA,GUAzQm9mKmXtS3wh3eah7aYUKcxdAuS5axmoVPyf1uonUEMEpoAxngOy,L3-1QiKCPk6ubRCkLdaIJyj-M4kX7z99bAPUiQxJP8C2RYoekOi7KS7rpKzlT5sSqZZfpVIheFMnwA,3836,1731507107000,83,1219,I,326,258,True,False,False,False
b9TitMG8fro07dX09GDnP0IQAlgn2sJ-KwKnPaWtbKNgtb6yzFdvAGAuGA,7WLg316rupacpqlZB8bWnANX2RJMZqPVOtWimk-vZxaQyNu9AFFVeIVD,La7YfMPDvouXTE3udZfsxn3-STFdSquyPUC_t7ZtEPq6Qc5jfl7V_QZBi9LWbiEkw-BvOgtCYrW3ww,6265,1731672285089,291,1219,I,164,119,True,False,False,False
vlIplct1iCKT8xa05myXZpY3d2b5pJbwaoUlLOf-ut3Rp-hBfn_KgVS8aQ,Tn0nUBSHcOz8YgWDddL13ihtciVJ0Jq-TBy6kdDlpbKU1Yl1FacFa_9t,zEwYOl_-J_h7JakAG0URIMpsQt1h550qt7cdIwP3etDonJuUZY06izZu_MS16sBzRmgUXZLU1fHNyw,6737,1731674491908,138,1217,I,212,174,True,False,False,False
A4PjrL5a_TBcjwarWqKAngFoCgex1sPGwsgclZBROTqBq1nnkdmPyCztWw,hC3GQSJUfy39ClPrFNXBGoYYNLlwDLc1Egkb4_N3fv94iAna7QB3wmeG,O__2KyyzaX19q6SRkTfHAJZsL7UMM7xnMF_6PCxbFO7awBOMATmBDnwh6JoauZSrxjjbl5C7U0g3XQ,6511,1731750154962,193,1213,I,216,172,True,False,False,False
0Idgcjak38CeDazq2OvP1vU1sVNUDn-XmoUUnS6ywl5qmkQ,SrgvF8UU3ysPR0E10aRAhaWeqlnDpDrMKAucfRYYMnJ3stA,-RsDl6jS7WRUwrWP6iLQHssC-ubLUysrETlmeAGlvfPAKWFvU4hf0zzv7RadcKkpiG0fniKoq2KkTg,4408,1731591442000,621,1210,I,141,95,True,False,False,False
HyY0gg8E0vA1t1fOHOvxjsMg64PfJb-8Rz4jZ7l4MWwr8P8,zRKdYnndPFUS9IzTjDuhIDgqSwcp4g8-hiXZMsdDOU4pWuh6blJJB1vm,UHE3NKhjofmqWB0DRTt70lnwlmtiEWxud80WZkHIIh4MnWFnb7i2UxNAuDai-AFkZ-YHuQqlCVnpiA,6626,1731665285000,973,1206,I,230,186,True,False,False,False
AqrV27eAqa2N5zC0N2C7lsGjbP0mzAdsGDml4DQhMCG_QIpszahwjo8SBg,CIsyPtOVOcIi5mMUi7Uk18X0ym3b8n-jIhDHNFaOYmmpMqx_H_Rm1Iay,Iccy7WrX94q1gIEvxdUoravZaguoZ1fMzxiOIdOIIq9dSmOWJVlGYOensR3c-FB9Xk9-YtZ_YW3vag,5491,1731600705000,584,1194,I,217,180,True,False,False,False
0M1qG27nI8axBk5GfLZ67guh9deZrXlh_IJ-19HJoZity8Q,Uyum-EuP34Jw3pRlLqSh0UiJl-4hj0XwMGepXysydi6lSsU7USDuKIQl,Tb3cVttoAhAoO24XEAhYakhu1fTjbClt0bGYFd8-CJXaHWFQvLUDdaad6ATYznypV6tsbhWazriIOA,6697,1731739885521,985,1180,I,241,204,True,False,False,False
Xx6IgOSBQ4_cDNKsCG8aGYbTaZAb6zylnSjNUxZnCs_Os94,w5swIxbHScrPxd7veP-6BWrWnn6l3ucuWyfwc9HGLk41gag,jb0J7pvZO-HhXjesezCKwh8RDEGC72xJfgMIEL1X2MRi84d3ttw9B5AOu_pv5jvkBAWQ1Cj1nhQHXg,12,1731704299000,540,1179,I,248,203,True,False,False,False
Zri3N3nNl9o3AK9fqsw96MEBinxbKGkJ_w5nLzgSpHXGIks4VYSZ6XNP8A,ojRcjCZaEv-iGyYnuuHv1LmBYAQwd4328mcS6SkiG2txdib9Eqgk6PAP,hS6NXEtZShKuSM0p7vqHJkS9EVJ4gUV0WmKcobMx65BOcMbmvKHgdJAwvsNIcTX58RQA1cqg2_KNLQ,6001,1731751335280,590,1179,I,246,203,True,False,False,False
aFeXiew6wOGR-vqYOThrpAxhWr3cyzrGNT0gdow21_jm64jovUh7DpLg3A,V3HYrrKM2IiFAcKq_ZZHT1jjht5tDxJx21DYGsLF5GF1HT2eVIUFokz4,Q5kcrNjRZPeL4o9xLeZxStv6xWHEnqFH22kApi8TK5EjLKiF3GNrPUklvCXG_B0ICco-UOrhz3V1mg,7,1731744215726,190,1174,I,119,68,False,False,False,False
6MQ4AkJCJRSPjto_8rBWb1nvfmXausjAsXDc0VFxxiORZ8PA0iGPLRQHZw,rZ5pfCQwvFi5ZoMIeuWgvhM_9gE33OAQwupQ1fT_EqWNBXv2VyCpRgzO,1JSaZI9r5e-QZNxslK_Wvvm-yqjkQ2HE2LQMFa6voPAtE595j6zd8VfPppz7o3DprfGCbTWxoLqItg,6631,1731744215726,400,1171,I,186,146,True,False,False,False
Ax5iQgPkFT0Xqx6AMOyubqRgUn7oftAxo1wTVdQZHFBJvVpDjHzZGhUjuQ,SeiB_T2ylj7edvzMGjGHLhsnZKpO0A5CaG3yn8w4ilRB3aYbq6balWCK,JVJfH9cleyOG1gGQ9peZsTN-7oN219LitWV3A33KVN5xJ99OyIe33pWG8UIoBsVVxjcl6LBBo5zqww,6263,1731673686531,233,1165,I,284,244,False,False,False,False
0Cbrfa5oUTPaSxXDtCjeTgyMwymJzO3lupg8VgzZoH4l0738LntUhZ6KCA,xLxElMvBfAOMqTiGoJ-oZxPGSxrRKrbeyaHxz4Ed_1NDu-UtvfDukqfI,j5-l-Lqj3vPo6tphHoJw3cAIe8KBUH4ps4de3BJGu1mjNnNdBopwFvlPdAavzrYX36aBTAbOclS8Kw,29,1731749550246,74,1162,I,311,256,True,False,False,False
bYevADLR9u4oh8JyJw0Uk2m433xMeePTuttnvInZY78GG53ornV33zibcA,bTKvVgeKRMmH1YPDVC_QQwPPzXYbJ_S-mYRY0JXM7w7t4Vx6-lP6WDuk,wNin4U0-iq8C0JtocuQV3zKsNeK26mOr9ifzd4FdWTCE68K_nEbtgWzAeVULf0llHVBBBAZIKDWAeg,5063,1731745739109,572,1153,I,255,215,True,False,False,False
KCMyUXribkWzRyjyx05-Q8kovc6gwqxub-VR8TTIZDlPFyg,Lxd02XNK6qPreLgXVH_XACn6Aqxmta7iK3D82v-ejqcNNW0,Mz979qVlV4mTr3ECKjCp43jhGwGUuqN4mkkzf5aHyZm4NQjfDl6ck0mKoanaids4xwXJTkpWBEiy6A,6318,1731693989513,743,1153,I,150,108,True,False,False,False
ldru4twlGwee6i2mYQ41we6H3Zo-IU0L1kcjrBPg2CBtkv3pNWmRZyu8iQ,a-HLYnjaRI_8Mo9__e4V6UXDaxKBqV_t99O2UOXI6XvQwhfZKaOidROM,BVHbonU2l68yxyUC9lZd0pMklEpjN1EfbqoJEJTE9Ek4jFZyG1qS7AVBMghryVI7akrcDPMVj0G0PA,4534,1731718545967,98,1152,I,149,101,True,False,False,False
7WyvkWL2azZUKn8CMCVqWPHpz2sO7i4QDrGE3OvQooTamgv98R3_wxbgwg,SNYsNxXwt2jx9nz7s1Kv5WBQLwpi62Ba3p97_Wfz-4YOKb3hbAYr8tnH,rsZ_y-zlMUdB7zr5qt1bpYI8URqW9hDf_g8JCN5GgPpsAqyq3Esv6vBZgIpCjYGy2CuTP1CIMrTYAQ,7,1731739969026,473,1139,I,237,192,True,False,False,False
gxAN3VCEZU9wcxW16CyD0o8kxPiQkiKBbQUlobSZX5a4iXY,5QBNSEzZwu0bx_Z9J_Qyldvz7-LVx5lqIOWVZipFG6v1ckmQyJkAudsp,FJIdv84X-fG3m-2Fgdw4QCJvO_1YdNCEZb9RRfzDXujC4NYGZWbp3MuaiMbUhWCi8W28Csg58kfQbQ,4755,1731705941292,1002,1130,I,212,173,True,False,False,False
00D0IJ6BL8tXX6YxAWHyZxFCU6wNCvTIp2VK0Id72F0xg-WrYhWm8x9Gqw,7lb3q2K9Ldjo1wZY80u1hnribsbEsJXea-OKIEAF-WpSWmMK68x3JP7Q,XB-kzINCgbw85u25rPxLaK2XERvCmJ7x_ddO5pBdSUJJVHoLcRbyCdeu3c3-zaBjRLoPV9TP5U8k4g,5736,1731530416000,196,1128,I,112,70,True,False,False,False
JbU4Qfyjg_7E9QNY1j4nkaKNRb0b_e4dfSmz0Gcm6L7u2VT8,R672aLHXk-1GawbhVv7Ekn-L-2ztJdE93YJ9PskKqA1AsKXAQ8cYsM6b,ACccGM9pboPY6E90oVdRu8EMaf-u8hQxUwVyxvJmUM75Bsb6TTHUjHFBFh9aNU1PewATHtDks7hL1w,20,1731721297368,760,1124,I,241,199,True,False,False,False
BeUOrdBwqv-ott4swjGN8o2mAvqUSQ8JjKC8-nw1e4Li-Cc,aRX7gre8Cl66PkTtDIZLTxGaPcJW-t77ebQnOiCqruAzvkQ,gBXXivN_cha_KT0f5mxyzHROJhMOQKUHD9JrnTdVThwI0Nr_oEIXaNvA5ws3x5vYg8TIBTXbr4v-5g,2088,1731552764000,838,1120,I,182,145,True,False,False,False
iwMxrx53LvfvRozwYetpccU5SaFC0S_jyhtrimfBgXkN7cP-tXdWOcQ_HA,2_EfOrXfLHd5rOfC-ekt5RqYeRlhXLT_lrFCC5sYLktgqqnKuMv2uAhw,EMWygV1k2YrQRegEWbzKE2-5w6ts2Hb__4NCpRAXaIW2BE5U1LipAYhTwZcuJnzW5L97W4o6UibiXA,23,1731747958411,54,1118,I,166,101,False,False,True,False
N6S-MF_Ub9hhPJ5ObU2ZKm0qksV_EUlYsELc9ZFKxIFl9CdrRt7vvzJ_dA,j40kowpLcNKcd-ZnfnDXzQCENaJJTqbbmInE5MFbQWk9g62UyiNb59gH,bejoahyfHbuHO71ARdG81Q5K5zSDSLDx6lZEGKMXHhMAkAqcGlGEmLEw2ABDCjRzYFQNyPQqbJ_7PA,7,1731749886863,309,1115,I,198,152,True,False,False,False
NXkp5Fswmls6n0hxz5KMeAoxDcvM7aaGByZPhMbFkPDdFGfI,MpqPfkf9Fb06e7zL-enYfskNhoo8UiNuetWdbTp1bSzzTsKvczDBiojN,MEp27UNnD8zVA2sHqBsKZbeeMyCpfMjVh3P5F0gRWl3gKUkIsS0IhfUVPRbPqiYFSZtIZ2adgnp59w,23,1731681948022,504,1114,I,207,170,True,False,False,False
DLmjZq-FeA-HPx6sAtzCbLQZ_e1qizPX5JB33WODy-ucNSp0DbLY4cqZ_g,aXMiET6k_EFC2nlKx_DmUE3i4xMScK7VPMZtQCxcwLWsX99awAxbCg7i,CxTHeqxKL2ToXCLD32vXcZV4cp72tyF-vTV1psLGwr5QYZ1li3OFiaiQO2kR_y72oCVLVjVTg2XZQg,23,1731745739109,195,1114,I,119,71,False,False,False,False
99BW3bSnrWjndBVjLCi2V6kMpHSsTTbk-yLIpHQSx12k3YOjyWavOgzd-g,SlsBJf3FWpFpmgY-VIV1KzEylx1tmIOaoUdItBN4exSByLx2Ck15zznE,OtqgZjCQDh4BLtICklquJeyVpWMq9ms4rZRHK1OZwHW3kM9noABkTE7wTf7fLFyVQZ27HtYsxyCR8Q,6502,1731521201000,145,1113,I,169,128,True,False,False,False
3pcHtrEsBQk_fqK76QRqL5XdGQ8oCbh2a0m3SRayw04khkw1iucLTr4lXQ,8E8MuV9a9m89eD1_Ao7yH1TyLGG3euDUDOnfKd0iH9-rNg6b-PZgkCvA,6D-UGivUgm4d8qecqNMVnukPzehX-S6rUAUAxRAt56CyXESJcNrsrCABsVqxu1LLz5bZZ0V4j9mc7w,11,1731668559467,63,1102,I,150,91,False,False,False,False
mGQKS7VHzcCrk53LnIO-DSWUetVSXPjcZqH_zg1TyG6Pzrg,9C-cng651zb63jSi2MBb3m0XOS6etB0jOh03pq91biciUR1HPCl_y79e,Pf_W834SguUQf5f8oKg84WyYALxmmlyg4ItG9_k6UXCvlAiYyHCpR3l2EWTzY7PKU09N0zs78gUgGQ,4150,1731650516000,645,1101,I,173,134,False,False,False,False
x4jmKvKuuKZvDpnIgC5opRrMduzstxUiEKVFp9L359ncqOQ,7Sr6Bz9YkxpBOcUnltl675kW2SIV0HWaSOFIOKj50QTzE-Z6obG-M7Kf,rBN73mPLahwQ1VgVgc0BaivxpfMa92-5KnHBvUBMbk1JIx3o78s_z3SgSeFKvnSYzxOpJBRwbDz41w,5759,1731673829487,891,1100,I,196,150,False,False,True,False
