summonerId,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak
YUGR6YG6E-ZlFVsmxvg07u0N-n4uvnLte8ZJ5xzNYU0FrlcQ9pqmSlOpWw,921,I,191,154,False,False,False,False
O5xh_dVhNsA4gGsi-MuQ9CJ5Pu9ZDcerWhrQZVHA6egxJTA,921,I,83,42,False,False,False,False
amflyD266fwD0aeQMtp0zk6HsQ4rchFmTy6L0o_cBYyiCMY,919,I,231,193,True,False,False,False
hrC0AY2gDImPmRg2Z6uaMbGheoMuWuGHcva2pUVnFIJTn3g,917,I,274,249,True,False,False,False
rPSqz5ZTQ34Iq9KiVYc6UTBbAS_bK4LItR3Ec7OTKkGHLHNrWs2RMg284A,916,I,283,254,True,False,False,False
Shd2dLmlzs8gl90h5mlpxbr84SYRXsTqfiAXBZWMFJqYB1WimhZeSMmZoQ,915,I,288,244,False,False,True,True
1-cxKwba5KCNxrkXx0ddyZfyEvBgqb-dWQwqUzeNQIMOL8KcIkS-DqJANw,914,I,320,284,False,False,True,False
InBXnu9kYz6vodzU0h7a76Ibt3lWUxWNLUG2KNS3QfU3bms,914,I,288,252,False,False,True,False
ylFy-XToNd_YkEs2_rqPIEJLUQgXGtFDT5299IMokbmyZo8,914,I,120,77,False,False,False,False
Y9SpQUNI8dTaVRbu-OY7fe_zE0jiax6fJMcNbhxba-yDdvzMaPdnMRbI2Q,911,I,181,151,True,False,False,False
c448gppH3g9Zbo_RkCMrBpyvgxSLobyleL9uCeF7TQ4Qow,911,I,117,80,False,False,False,False
aqdAc0ALUejZQ6i2R40_7R4znVLSxolUBynMyHbClF9fyA,905,I,139,98,False,False,False,False
xNVurmmYaT0-m_Je3iu0Oxlp-ZrLvIk2Ivywxhwd0yKhbcMPfxLeq5K_Zg,904,I,338,310,True,False,False,False
RXxU1betjhCVlA1ZjpL2XZbaQRdmW-OGQFxAT_Ako1O_mcSCv7akGugXIg,902,I,123,90,False,False,True,True
OwJwjeORCqLiTZNjw1d131qAIzvyjEUJXSJZbwZNVasE-1EnDwbvEqbVIw,900,I,158,98,False,False,True,False
4fENaDEzs0_X8XUWnA56MIHPpYZL4sfPtQSeL4BCcLReOXCLf4J3C68Ltg,899,I,156,128,False,False,False,False
M7OJehsnGse5Suk9hgtR3oFDRHNVf950m6-pFJNiBkSWKsY,899,I,136,112,True,False,False,False
-X_AnAkjCclqzboHMEdmmOpWFZyuhiB7O5pEtYC2_nYxZm8R5E6Bq7z99Q,898,I,306,273,False,False,False,False
olmfKfUg-qEQW_fwJskep_Flyvfqw3S_sC7QOyBKtaQuSBE,897,I,129,101,True,False,False,True
n0OODC5Kcf_Dlv8ZYA54LaMqwijvKzl6sMVEGKle5z-M-Zl6YM5bwLe08A,895,I,125,92,True,False,False,False
ku6HpcokuvVwBV7KU4LSZ26zmf9znonjnf_CpaAvWqHHtVTwALoD-bIzAw,894,I,237,183,True,False,False,True
_zqqWY77E_mdfbsegmoxtxL9rBimuVXDBbDd4L6XBXERjGI,893,I,202,167,False,False,False,False
CUqJCGq4tB3fQgdps4R4F0aBdF-RoBavXnJb90bR_uc2874qBKGwrAMMFA,893,I,176,144,False,False,True,False
f-0BdDCG-psHwaHeW9KZS9FWIHtrS_IxHPzVZffIPSj58WutQhsov_P2lQ,892,I,258,211,False,False,True,False
_CJpueMKjRgagPSbVujtqeLSQC9iHTfbfTrL3hKEQ2SfsHo,891,I,146,112,False,False,True,True
Ux4YZ_bYSUr9Bu4Eoo7gVLo82VSv0JBYDWvPpfuhjckfofw,890,I,246,210,False,False,False,False
mLy2GZJ2yyajyrTDZqjPW0pDzJ86HuN7VYJpURb_QW0yCSfFFO30FUuDiA,890,I,193,165,True,False,False,False
28UVkFf0iguuMD__41f-G83iTeauIFErOv0Gbbwrk4Sa1wNeGR3YCWrnew,890,I,105,65,False,False,True,False
I-TgJg7W8z0svioSGpVFvD3i2zG3-4K4U3fbJn2QNMqZfio,885,I,243,212,True,False,False,False
ntPg47Le3g2YtzUqBC3mE0y30g0ZpGWt7ZEIIWm2BATvKOdb75BocLDX_A,884,I,117,84,False,False,False,False
x2uCLcXy6E_braMPmByT_N9DR-Zsg2V5ih2IW99ieG5lyE3F,883,I,132,96,False,False,False,False
XUqj_Mx9eSA4qRON26DRoqRwPFHuCmoXOWVTH-NYGjl-6ng-kXCKbeTx9w,882,I,286,255,False,False,False,True
3J0Prrw0WcR9gjz6GpVE2dq7qjNdXwBZ7-JLICkPD1bO87ALI2Ti2Xf53Q,882,I,185,149,True,False,False,False
7fduUgun7QsZrIUR6WhthUsXSCQK-OF0KIdPPTPaC8T6KgU,882,I,126,94,False,False,True,False
OkUVGOsfWJDQuSNf4KS_-KzOLAaSNardzDHK5NNmTXs9QPbTb1K6YUPrGA,881,I,314,286,False,False,True,False
8SzELJnA4pk1Afq1V5Zld7RUJkDlnmveicG5oKkZ_uPNsiiuP9LdUKCrdA,879,I,219,161,False,False,False,False
aFZ6nm2rj9d8jqEwkl1M1yNwFoAS6zTel7f8GYnb__FPeBs,874,I,194,159,False,False,True,False
xnfa-Par-GuVVu0RwV9s67aeZ840mrA141tgkCF02XoQh_A,873,I,209,174,False,False,True,False
pVWutCDfeU9pgQCkucbun5ikHkkZNHpfNhu0GeM9jjtp26ikrD4Bg1jlKw,873,I,180,143,False,False,True,True
_vMW6CgTZaHWlEHdMcpTosbBxajS6O17CPmLYcb8gXa586cIAXpiPO2-Ww,873,I,86,44,False,False,True,False
x4CNEvxrQgFGYLOICzF81UByHqE55fyZwaOcejpYT-IJJA,872,I,103,69,False,False,True,True
kx7vjsr5VDiC4Wg6eeCkYPpomYi6tw9WMqlRPeAJANoxskr50ZgtA6bWEA,871,I,125,89,False,False,True,False
gjxLGlZkd042c05uniTglFbLnR2NUw7hrJXIERxw87DYa65b,870,I,251,223,True,False,False,False
0mE-jaJZOUgvQ8HMVmwrDU_RZ_VrRQTUC_w78uMb3NKHUQ,870,I,192,165,False,False,False,False
LF62JtkefDKn7fOadnISlPc6WrdXSHGmSaX0TPp4zIGKD72UztRd1S0tvA,868,I,115,73,False,False,True,True
3GPRuDh-1MkO4rP50NwQuDCjvZQdNNfEnb8K9Idfp2eCDim86a7MJrh-_A,867,I,119,76,False,False,False,False
UZY9rPe8OdsXAEGVPGDW6FZm94xE8Xt8CCkaUVgC2AqDSf7iyMyjpfjqSA,864,I,232,197,False,False,True,True
5GCTsPavBcrAipcbYMAB80AJsV__RdKRlTSd0dH1Z1V4rxw,863,I,98,48,False,False,True,True
F0JUBCKgRJZP1rHL6SEFNy3pkr7fSZuYAb-qPgp-TI_tGFo,862,I,261,230,False,False,True,False
7cJKxW5A-vMZHqWJOrYcd4Tcd2tGZeNl632xzwsr1gpQmm5cqMe047WX6A,860,I,139,102,False,False,False,False
AhNx5GfMRQSPjc2mLe4VbGBBwBEZuzMOeZERMTHkgOyeY1R4xsA5zsdWbQ,859,I,219,181,False,False,True,True
MyVKwCexyB8ci-UAwdYY6E5AX2h1JDPcTtQtEVPUTtPcZ5ia55YTkYZjPA,859,I,171,146,False,False,False,False
yqTXkmte4kqcdJJBPhjy7dCKA8ljzo7hIQ4tog5K2TVL5LU,858,I,95,54,False,False,True,False
JWKcWf3KJM0FX_MvHAZjiZz9laPIvjAga0QIxKwPY1g7Sg,857,I,187,161,False,False,True,False
SXOyiwwQrZz-df1adLB_jk6ppVGRh_oTxy99IGVO7CJQzAdbfJdS01E22g,855,I,204,168,False,False,False,False
uzc3CNSaeKk_ZEiA7zaQTzkI7YkwAv1UNRL_UnTr4EoKymo,855,I,190,160,False,False,True,False
e8843JuSY5oVJZDm1d6oEpm5pSxWDJcrqrpw-M2Q8fyXX1E,855,I,148,115,False,False,False,True
jVx5WtfMacWAXqxhdfyJlLNkW92KPH1FMZf46PXr3PGD5jA,854,I,147,110,False,False,True,False
OE50FfbuVKM60pFjDdivtC9CqT2srMOW_VP_0fqt4pGyFG0,854,I,98,54,False,False,True,True
-HSuuR2qeIRddLHKorc32sBYmV3s8NR7suObwuvfgiCFwyKgq1zGO5gOpw,853,I,306,263,False,False,True,False
qkksKaK6rSsT9IzoXOqDtb4no-B4XymF0HvNmIevnvRfR58,852,I,113,87,True,False,False,False
Me0ZymR9eGYmLbR1HGF-eo2yNdb2Q8I73Ot9vNt-WUqV1qKQCAH-zpxeUg,851,I,197,164,False,False,True,False
1pfiYR4OgI14VuqdADYtJjpNr0kGY-JwiSwGZRNmTPkQeTI,850,I,172,133,False,False,True,False
VDaJNoS-py-gqKLjn4DGvve4I5ZPHbanbPT4LEtvBHCOe8c,850,I,163,103,False,False,True,True
QrpOOG7c53uPs3rw5dhEJV2sSpJUHuh0Uz_sec-fk3YOjLUAUoKnWr3K8Q,849,I,393,364,False,False,True,False
saxlqFTa4_ijULPm7A1-krLlbpUsdRwAhAFbUkuTZu15guZ1gb6OlAvYEA,849,I,166,134,True,False,False,False
uTtEJqMgqZvJ1d-FK-AnowGZcYg_pxEu78Ezx5mV11Gsfsvml86heMmNvA,848,I,165,123,False,False,True,False
aUpZoiB76tSd5xXy5FHNRWXUxGwioaanFxcwvoWx1vzl4IP1,848,I,146,107,False,False,True,True
BgIAdwlErod7tsJIQmw28T4lGkDjdX4TefMjrq44elevnRw,847,I,169,142,False,False,True,True
I9r6znnhB3__hRqyz0anmlWs0uR3dZHC2QF-AuF6OZ9LPSo,847,I,130,97,False,False,True,False
DC8dlgGRFIV9ZGINvxkFknRRIVWErPNAJC3YxXApB2xsT3A,846,I,165,132,False,False,False,False
j4XoDisHb9WH-E49vvedb30Uup-4Kkv97SOVy6aDt_LAuUpkKmsGEYWrGg,846,I,97,49,False,False,True,False
Y3hIgd2-kPwjMa5gHqVIpwRwQNxkk7JWmJK5xh0JdmThLIk,845,I,129,92,False,False,True,False
f7ODmo9KCNb0SvGrE0AyxxX84W-eW0icTiesNw9WSBj8whS0rqrJysj8mw,845,I,108,50,False,False,False,False
yR91uY3-FJCuLUtxk0jKsNngUjbM78p5q4L82oxogAt5PH4,844,I,192,168,False,False,True,False
QcfF20s3r_rTZmmPV1JNVovp1LMG9N3RBXdnv1ItxrHYiQ,844,I,147,108,False,False,False,True
-i3a7NM0VwuG-xLr6h5-S0EpMhbrzAFTZgWZZglJZZWY3og,843,I,93,56,False,False,True,False
IyrMJXveAkGtHpXf2wSq_DtdFl9-NLeGaH0-Y32Ys_VN6AwBrY0BbKiTDA,841,I,387,358,True,False,False,False
gjMVn0QL0HNfLPFji6t5OlMJoxocIFKKUjlguri6jryLAak,839,I,169,137,False,False,True,False
v5PP98E2Jusow1IIkz6s-r0U-rG9cYTMVQf_FVe_fLyJ9WfL,838,I,163,127,False,False,True,False
6XesjNfla-zPLrE0--kJs2m1FVfADGk4cH1AhhPL5h7TmFL8n2nEWIu4hw,836,I,272,250,False,False,True,False
-y2MfGIzZpM7QnKKg9LNzlYPFqzcB1D3R_UbII660cpz2S4,835,I,195,159,False,False,True,False
xHFDBjzmsmoi0YIruweTleevlkDHCj9x8bU13qZSyM-IGPsUU1igr9KyKw,835,I,140,107,False,False,True,False
BxEluYD9RvG2XnUdPiERZFb5d0JEL31jPrBke4gmYqRGFPpMjVglHdr2BQ,835,I,138,106,False,False,True,False
xJ11xwtFBD8nxhHN90UNh28nG9_yccPypttFrhCh7rjcLj4,834,I,136,99,False,False,True,False
mZbqjDLp4_DI_AbPuXeJLQn6elrGTQ7bibeKNR_MsSCEFjI,830,I,158,125,False,False,True,False
GJ1D_lK0rzcSA_Gz59Ew1kxqC_9cOgp4Xp3XlIM0nwhMgOk,829,I,136,87,False,False,True,False
EqHiSVm_2CyrjHp5joicyi5A3q5aw__hXHhcqdV1nUY_JFCp,817,I,75,40,False,False,True,False
Ma5Ep7Dde5dSNA0K0DufFdXA69vJrFO1LCqxflGA-KwmGgUmYx3tGb2CVg,815,I,106,73,False,False,True,False
cj_Nmu2DE8Hk_UVo5qcgXKq7ZKd3ivbE-KD_11Vr9DOUO8g,812,I,130,98,False,False,True,False
zjIVUmjZ3RHzIoxrN-CUl6mol8FwvN8tzusLfkdmcHAcvGw,809,I,158,123,False,False,True,False
9Vs7APBmvjoaq4mWZogfd5b3rmtyrr9If0kSp7yuzSP7iJ0,807,I,219,188,True,False,False,False
YtBp0f92L9PnrfpAJ9nA6iIvgh9J2vlC_ys8FwTSAGwNdJsc,806,I,107,75,False,False,False,False
Cjc7Dbz8WNcVppKe1FB8PENe2ePSV78syulrY0AHlLTX4XMgnhOgnxCxjQ,800,I,145,116,True,False,False,False
-JtISQjmU3kmQoiAwyfF8LwB47sRfF2-OfhqJUx__1ylbtd6GZtyeGfvZg,770,I,277,246,True,False,False,False
Mx-x05V6nHCwjRjhPlFLjHYyG4M_3Iyw2OeUGgdEydxKkAI,724,I,202,174,False,False,True,False
7vCI1fPrWegPffVWSxljzHkGVG36tCd_vx0Kt_Us_8avr7oRtoE6tKmHjA,716,I,208,191,True,False,False,False
surS9B46jcc9Z48CqJhVlhHF5EjKzsBTlqIQ1KTgpbxAEFoNFyZCtiRDew,693,I,270,254,False,False,True,False
